wkt_geom;ID;XCOORD;YCOORD
POINT(2.18250189735892075 52.43013331888349171);809;2.182502;52.430133
POINT(3.96526137513427557 56.4292787321178082);810;3.965261;56.429279
POINT(8.63861315175193667 55.55303005807329697);811;8.638613;55.55303
POINT(-1.9419783335586871 59.49208064795571715);812;-1.941978;59.492081
POINT(2.50985064752862463 64.29011927142944671);813;2.509851;64.290119
POINT(0.73457633426662383 55.31381857386773504);814;0.734576;55.313819
POINT(-1.92201604258057435 59.35833084773791057);815;-1.922016;59.358331
POINT(-3.22919645936310706 61.65757045587709229);816;-3.229196;61.65757
POINT(19.88787815781624246 57.26415653230073843);817;19.887878;57.264157
POINT(17.27167948913817952 57.62479801024194614);818;17.271679;57.624798
POINT(19.50669915575478086 59.25488202555140305);819;19.506699;59.254882
POINT(0.04630959409757107 65.7350346240087049);820;0.04631;65.735035
POINT(-3.07420813058033637 65.61413985446719721);821;-3.074208;65.61414
POINT(9.83450135150857108 54.8929526011858897);822;9.834501;54.892953
POINT(0.67236173524792431 55.23538842782457436);823;0.672362;55.235388
POINT(0.94506918563759257 61.29067134452062504);824;0.945069;61.290671
POINT(8.55096769935553702 56.79984647268987885);825;8.550968;56.799846
POINT(5.78381962883724299 54.11011124944696604);826;5.78382;54.110111
POINT(3.90807793203561715 53.95333806453663783);827;3.908078;53.953338
POINT(-1.37806340703525132 65.38341023433194721);828;-1.378063;65.38341
POINT(2.65981641687172043 53.90139884806612258);829;2.659816;53.901399
POINT(2.20545632929398217 56.12455142511807082);830;2.205456;56.124551
POINT(-0.08819932058511348 57.39715018690509396);831;-0.088199;57.39715
POINT(3.80852314411241721 52.31016603876791038);832;3.808523;52.310166
POINT(-0.90488042142654379 61.95459317914961161);833;-0.90488;61.954593
POINT(21.46406234112012967 60.21351393142152375);834;21.464062;60.213514
POINT(2.98581646890414021 62.6020778705955081);835;2.985816;62.602078
POINT(3.81218697981494081 59.76686333269330476);836;3.812187;59.766863
POINT(-0.38587419925692235 62.97742363239692764);837;-0.385874;62.977424
POINT(10.39391556902451264 57.00749236097379224);838;10.393916;57.007492
POINT(17.00018049627035666 55.41112237616216163);839;17.00018;55.411122
POINT(-3.93419945056662534 65.08587451808523383);840;-3.934199;65.085875
POINT(4.70221322626962568 57.04762601362781993);841;4.702213;57.047626
POINT(-0.9174208438784115 60.16288199840671069);842;-0.917421;60.162882
POINT(3.60944852585506304 63.39657402096843697);843;3.609449;63.396574
POINT(10.45526372955105288 56.43387347134900267);844;10.455264;56.433873
POINT(5.02076457569902423 56.25507790829864518);845;5.020765;56.255078
POINT(-1.27637323929613444 61.93758682831847295);846;-1.276373;61.937587
POINT(6.13926710879716886 57.30286607515404285);847;6.139267;57.302866
POINT(9.35484117745268051 56.87738311350697273);848;9.354841;56.877383
POINT(7.13690863531274289 55.07682505205250578);849;7.136909;55.076825
POINT(-1.13303909391750057 64.87459450050519649);850;-1.133039;64.874595
POINT(0.69777263451625782 57.352934138220796);851;0.697773;57.352934
POINT(2.89813908671704112 62.06093455447801688);852;2.898139;62.060935
POINT(8.51770126586444221 55.83156565646409319);853;8.517701;55.831566
POINT(2.60631817013360667 60.30649716260285942);854;2.606318;60.306497
POINT(20.0214027571972295 59.04983797965193304);855;20.021403;59.049838
POINT(-4.85983517423203537 61.358499996863614);856;-4.859835;61.3585
POINT(7.47254917714250411 56.84627293039687146);857;7.472549;56.846273
POINT(19.90084484171278234 60.31177286587988107);858;19.900845;60.311773
POINT(3.4820069786329686 52.28219945054318174);859;3.482007;52.282199
POINT(0.76418243772168903 63.93283483083723695);860;0.764182;63.932835
POINT(0.85059135509085859 62.12389552840301121);861;0.850591;62.123896
POINT(-1.48713163156783024 61.22433243601130926);862;-1.487132;61.224332
POINT(-3.10495786781931482 63.02317400165985362);863;-3.104958;63.023174
POINT(2.01457197082327255 64.25214862616083167);864;2.014572;64.252149
POINT(2.57724430580433062 64.11813167544292469);865;2.577244;64.118132
POINT(10.02280665982125285 56.91060815456857114);866;10.022807;56.910608
POINT(17.9166535796615598 55.48875127540951979);867;17.916654;55.488751
POINT(5.42196504987301431 56.56224762924105676);868;5.421965;56.562248
POINT(21.68920288128648721 59.62965868996100482);869;21.689203;59.629659
POINT(-4.33901017915893039 60.5741857831062589);870;-4.33901;60.574186
POINT(-0.54636187008801507 60.07432598873473495);871;-0.546362;60.074326
POINT(-2.25638760132727301 64.84367387207554145);872;-2.256388;64.843674
POINT(2.11215673014666638 53.9593226113672344);873;2.112157;53.959323
POINT(14.52465525722944761 54.58471313859767804);874;14.524655;54.584713
POINT(10.77285186214862023 57.64589821744245057);875;10.772852;57.645898
POINT(-0.44177625223282746 56.53631047231368711);876;-0.441776;56.53631
POINT(-1.49642607837889141 58.79432544994325838);877;-1.496426;58.794325
POINT(3.66329070765895182 59.6055183014349339);878;3.663291;59.605518
POINT(3.90502009687748242 55.55735620173015121);879;3.90502;55.557356
POINT(2.18901377064120251 60.96820830558618809);880;2.189014;60.968208
POINT(17.01651767541985905 55.34246380777375407);881;17.016518;55.342464
POINT(3.71522555558852652 60.79277167255190051);882;3.715226;60.792772
POINT(1.00518504163207734 60.45293367378022253);883;1.005185;60.452934
POINT(-0.21252304226221419 64.9940281290341062);884;-0.212523;64.994028
POINT(18.80061568061772448 55.04122465925070884);885;18.800616;55.041225
POINT(-1.73567477194660169 62.58788389658660378);886;-1.735675;62.587884
POINT(1.40974857362721817 61.78930488524399323);887;1.409749;61.789305
POINT(-1.886156030747145 60.74316637765021198);888;-1.886156;60.743166
POINT(2.21273448241261406 60.37702084668887892);889;2.212734;60.377021
POINT(-4.23551824733429161 62.57996671794577992);890;-4.235518;62.579967
POINT(4.61933640270947521 56.88439252960240822);891;4.619336;56.884393
POINT(0.2349302199403045 61.43480325601074554);892;0.23493;61.434803
POINT(17.94559621323198684 56.03231224591876725);893;17.945596;56.032312
POINT(3.01878205965466861 64.22900605389962436);894;3.018782;64.229006
POINT(0.12465138333915693 56.45324737289940487);895;0.124651;56.453247
POINT(9.33622342530430238 54.48467699694377586);896;9.336223;54.484677
POINT(3.93940147235577953 57.87068356547701597);897;3.939401;57.870684
POINT(1.9645801314495035 62.53760167498612788);898;1.96458;62.537602
POINT(2.61376445205110119 61.65389938809158821);899;2.613764;61.653899
POINT(5.95670656460265846 55.37324130570502945);900;5.956707;55.373241
POINT(2.34324148763079165 61.06054244719528157);901;2.343241;61.060542
POINT(-0.37495063599058653 60.51642568241769027);902;-0.374951;60.516426
POINT(9.59090299186906314 57.91564363530375203);903;9.590903;57.915644
POINT(-3.39407535603034827 64.17857905089996962);904;-3.394075;64.178579
POINT(5.84024931520472634 56.54510455451847406);905;5.840249;56.545105
POINT(2.5092271712574945 58.74016101037887694);906;2.509227;58.740161
POINT(-0.78838016795172461 62.05461442157345431);907;-0.78838;62.054614
POINT(9.05165344033159514 55.07724923071173606);908;9.051653;55.077249
POINT(-1.87185616674658561 62.81397619522868325);909;-1.871856;62.813976
POINT(9.9865861519035537 55.87141700157087598);910;9.986586;55.871417
POINT(20.00036485307908762 58.68999260708683607);911;20.000365;58.689993
POINT(5.12624334825456707 57.24399081989626836);912;5.126243;57.243991
POINT(9.42078753618650921 55.61662594115479408);913;9.420788;55.616626
POINT(-1.63973719405462459 64.49270610597723419);914;-1.639737;64.492706
POINT(-0.81122893777182359 64.94799811305557569);915;-0.811229;64.947998
POINT(9.39156829006260629 54.98452795074811661);916;9.391568;54.984528
POINT(3.90428094004098369 56.66819752920693531);917;3.904281;56.668198
POINT(-0.06082551155960747 58.56890152576279007);918;-0.060826;58.568902
POINT(4.66015557278795356 57.12123161620945666);919;4.660156;57.121232
POINT(6.91693044542812174 55.66562558584507769);920;6.91693;55.665626
POINT(19.93579611872900159 59.62174387428230915);921;19.935796;59.621744
POINT(0.08504730859256693 57.3362901711351256);922;0.085047;57.33629
POINT(5.54836140009967771 54.78566200490750049);923;5.548361;54.785662
POINT(2.01751536388241082 64.56212208515022155);924;2.017515;64.562122
POINT(-2.74334364889572901 61.18013789292957227);925;-2.743344;61.180138
POINT(-2.29861877868849618 63.70234410612356868);926;-2.298619;63.702344
POINT(1.64402770673613841 58.02079839882151191);927;1.644028;58.020798
POINT(14.31173135609765978 54.75955972644358383);928;14.311731;54.75956
POINT(-1.16134266762089755 56.53048433559775532);929;-1.161343;56.530484
POINT(9.46300666150351866 55.86755526231636537);930;9.463007;55.867555
POINT(18.09720705067247337 55.48775385785723557);931;18.097207;55.487754
POINT(-3.2728716051756459 59.10294265692205329);932;-3.272872;59.102943
POINT(3.93770791547806098 60.19580068449875654);933;3.937708;60.195801
POINT(3.35378291391508121 53.08244536652755841);934;3.353783;53.082445
POINT(16.22054510075805922 55.51236289307631466);935;16.220545;55.512363
POINT(-2.58310667125401672 58.810888108427406);936;-2.583107;58.810888
POINT(15.32361617718744284 54.91419084829664854);937;15.323616;54.914191
POINT(3.95620284266395927 57.30148313255133274);938;3.956203;57.301483
POINT(1.95134867319869443 63.13642284308722452);939;1.951349;63.136423
POINT(-0.79208958545472452 56.27002525663537824);940;-0.79209;56.270025
POINT(9.36969529918140864 56.94753340691801213);941;9.369695;56.947533
POINT(-2.20833643977841421 64.53280004475840315);942;-2.208336;64.5328
POINT(3.91289194508213178 60.29127627174571558);943;3.912892;60.291276
POINT(-0.65062353314163968 65.89112018514168767);944;-0.650624;65.89112
POINT(3.37790103972763056 56.75475195322042055);945;3.377901;56.754752
POINT(1.49280663125189506 57.04744243675525439);946;1.492807;57.047442
POINT(9.19243806228331906 56.57166407766633398);947;9.192438;56.571664
POINT(3.65165368872015783 62.70327149588460003);948;3.651654;62.703271
POINT(5.42710161687920412 53.99202736358709842);949;5.427102;53.992027
POINT(4.45550091968820183 58.68559047790081706);950;4.455501;58.68559
POINT(-1.00435218125583781 66.00336556943368294);951;-1.004352;66.003366
POINT(20.75509058954160579 58.42785276722412391);952;20.755091;58.427853
POINT(3.52540075119159901 56.24674453469694413);953;3.525401;56.246745
POINT(4.89933269228471424 54.76629624627525317);954;4.899333;54.766296
POINT(-0.61074134199829366 62.78973249973743975);955;-0.610741;62.789732
POINT(3.00959509317716289 62.59295704541717953);956;3.009595;62.592957
POINT(5.79496604659095027 56.11165926632436651);957;5.794966;56.111659
POINT(9.30276101844422953 54.44030594780790011);958;9.302761;54.440306
POINT(-2.45110643156581487 58.53145999781511222);959;-2.451106;58.53146
POINT(0.82621337829472896 57.87377163862868912);960;0.826213;57.873772
POINT(-1.03704190270879515 63.44323010119073558);961;-1.037042;63.44323
POINT(-0.05057086027654467 65.49054623133447706);962;-0.050571;65.490546
POINT(-3.85820112392827452 59.86472742182262152);963;-3.858201;59.864727
POINT(19.96108498068887371 58.62980306966812094);964;19.961085;58.629803
POINT(3.90366821479375048 53.74030579607243396);965;3.903668;53.740306
POINT(-4.79206485055660814 61.01388219574945992);966;-4.792065;61.013882
POINT(2.53336607570360695 55.70800820252929952);967;2.533366;55.708008
POINT(8.70194455608459627 56.23912388174693433);968;8.701945;56.239124
POINT(0.19647901370001986 57.13419345943815841);969;0.196479;57.134193
POINT(20.20271077882906852 60.02021429603529867);970;20.202711;60.020214
POINT(0.57790144023205059 63.02121040901646154);971;0.577901;63.02121
POINT(1.65303040460407935 59.49767849157953492);972;1.65303;59.497678
POINT(-0.35201887554761591 64.54413508495700569);973;-0.352019;64.544135
POINT(1.80952406344411099 56.88354758957986235);974;1.809524;56.883548
POINT(-0.11022029620374063 63.73637794160821102);975;-0.11022;63.736378
POINT(0.41553782417682683 64.76015880372236211);976;0.415538;64.760159
POINT(0.71036258769291827 64.6194874847030718);977;0.710363;64.619487
POINT(1.33699799764291694 62.62582150615033072);978;1.336998;62.625822
POINT(2.39330541896028404 61.79327849400129224);979;2.393305;61.793278
POINT(12.05895550246246373 55.25479364635378943);980;12.058956;55.254794
POINT(-1.97674209347956875 60.09644700608509993);981;-1.976742;60.096447
POINT(-2.1556599372913805 62.51906813486302639);982;-2.15566;62.519068
POINT(14.38373251345075943 54.61790538851699495);983;14.383733;54.617905
POINT(21.01682097591224263 59.46462412135955589);984;21.016821;59.464624
POINT(-4.81796142418438755 62.18497492972937835);985;-4.817961;62.184975
POINT(21.25682555718433875 60.63231253789842157);986;21.256826;60.632313
POINT(-1.51472920878595785 60.48801628731854407);987;-1.514729;60.488016
POINT(-0.25490371013880342 64.61102649960487554);988;-0.254904;64.611026
POINT(21.12522397109933081 60.269310272515348);989;21.125224;60.26931
POINT(-0.24791760410023755 58.09436217224558874);990;-0.247918;58.094362
POINT(1.16828395791247708 56.27136841767460851);991;1.168284;56.271368
POINT(2.92021636001423524 61.35970007906308865);992;2.920216;61.3597
POINT(2.87748947559369306 55.86902846041058979);993;2.877489;55.869028
POINT(-3.14079474940567405 60.54856134036517545);994;-3.140795;60.548561
POINT(3.28725960159274244 60.94370659965771608);995;3.28726;60.943707
POINT(21.56606641897097631 59.85329756360693665);996;21.566066;59.853298
POINT(9.73658512570049872 55.49463819122696862);997;9.736585;55.494638
POINT(8.4775423916388668 56.50344742144247334);998;8.477542;56.503447
POINT(21.23118752097764883 60.61485064154777547);999;21.231188;60.614851
POINT(2.34380263472296679 59.57818491137654604);1000;2.343803;59.578185
POINT(-0.23207263571721359 59.75310430196185507);1001;-0.232073;59.753104
POINT(15.78219068968372696 55.61399524356625079);1002;15.782191;55.613995
POINT(-4.12884692066882142 61.09748239946068082);1003;-4.128847;61.097482
POINT(11.50273394922710324 56.62600045048760222);1004;11.502734;56.626
POINT(11.09083681922862041 56.93236221217254212);1005;11.090837;56.932362
POINT(8.75347518633058641 54.07722389945753605);1006;8.753475;54.077224
POINT(9.6496588772712677 58.1349519543076525);1007;9.649659;58.134952
POINT(15.33522720350310919 54.73211167949884981);1008;15.335227;54.732112
POINT(10.06425489199743062 57.56122112373898858);1009;10.064255;57.561221
POINT(15.06922902841627732 55.10522740851529733);1010;15.069229;55.105227
POINT(19.91717113619723278 57.30228665365351048);1011;19.917171;57.302287
POINT(20.73899448602118056 60.00884855485269753);1012;20.738994;60.008849
POINT(9.57995213878320229 56.55163713969504613);1013;9.579952;56.551637
POINT(17.65861422479670395 57.87922717594201316);1014;17.658614;57.879227
POINT(10.15709874537513357 57.12334684662240392);1015;10.157099;57.123347
POINT(7.4404997303232534 56.68158865595069784);1016;7.4405;56.681589
POINT(7.35845845544860033 55.56076648213785774);1017;7.358458;55.560766
POINT(5.48049796589652516 53.96417944217601104);1018;5.480498;53.964179
POINT(20.18672846862089898 55.69920631844349401);1019;20.186728;55.699206
POINT(1.99415440468766914 54.33307393402449037);1020;1.994154;54.333074
POINT(0.07939633111408106 59.84338521434617064);1021;0.079396;59.843385
POINT(15.03183026178446369 55.061355684163928);1022;15.03183;55.061356
POINT(0.23679458723973124 54.49353318236801158);1023;0.236795;54.493533
POINT(-0.68056746330517548 55.98416899775241973);1024;-0.680567;55.984169
POINT(-3.7433206413055844 62.1297644916187437);1025;-3.743321;62.129764
POINT(7.99134355616763337 54.6325153220901214);1026;7.991344;54.632515
POINT(2.28477362156694497 55.75453073696429129);1027;2.284774;55.754531
POINT(16.4010316669333065 55.40923868496206239);1028;16.401032;55.409239
POINT(-1.13761236668015098 62.97401927546653155);1029;-1.137612;62.974019
POINT(1.56353944413188994 53.54185284942212064);1030;1.563539;53.541853
POINT(20.67388487862851676 60.81161096861897875);1031;20.673885;60.811611
POINT(-3.30546673895141163 61.12782661935871431);1032;-3.305467;61.127827
POINT(1.65076589761741221 54.82458529277479897);1033;1.650766;54.824585
POINT(16.29689514795337146 54.67074592642310193);1034;16.296895;54.670746
POINT(6.99420061810254978 54.92969789582052442);1035;6.994201;54.929698
POINT(5.8767035055034551 57.27157639052874316);1036;5.876704;57.271576
POINT(18.58985595674037228 54.9727532958151599);1037;18.589856;54.972753
POINT(2.50943441568418812 59.6911769775565304);1038;2.509434;59.691177
POINT(6.59447895828151154 54.62538284451473203);1039;6.594479;54.625383
POINT(6.09904722879804595 53.72014665556873325);1040;6.099047;53.720147
POINT(20.85578065749568921 58.02152366483463908);1041;20.855781;58.021524
POINT(-1.13347868635594207 63.73492633857323852);1042;-1.133479;63.734926
POINT(-3.70104220292780006 63.41603033295889702);1043;-3.701042;63.41603
POINT(3.15113928759680739 53.20927646694386937);1044;3.151139;53.209276
POINT(2.37472802306752406 56.5157025864489384);1045;2.374728;56.515703
POINT(-4.96043418892123622 61.87373923311164248);1046;-4.960434;61.873739
POINT(21.17424297964428348 60.27832427955958394);1047;21.174243;60.278324
POINT(-1.85994474220075601 61.61470832503950845);1048;-1.859945;61.614708
POINT(3.6455866829277408 62.19529312153858314);1049;3.645587;62.195293
POINT(3.690791296079313 52.92806057213661575);1050;3.690791;52.928061
POINT(-2.60555180084825455 64.0668138635961526);1051;-2.605552;64.066814
POINT(17.88703378799549526 56.29960432150240024);1052;17.887034;56.299604
POINT(3.84428507307880984 58.66801672931075018);1053;3.844285;58.668017
POINT(2.48414267273567191 57.362123785938266);1054;2.484143;57.362124
POINT(1.40833563693206365 61.48569253261833722);1055;1.408336;61.485693
POINT(-0.79997080661085196 61.52704808427738925);1056;-0.799971;61.527048
POINT(-0.69854454200341731 59.64196766758247747);1057;-0.698545;59.641968
POINT(20.66365265561340436 57.62902848647842546);1058;20.663653;57.629028
POINT(-0.12969401316850693 58.19780065473987207);1059;-0.129694;58.197801
POINT(-2.99558264378773087 63.20255072243291039);1060;-2.995583;63.202551
POINT(1.58403686094931384 61.62104084544388627);1061;1.584037;61.621041
POINT(16.1059373578920102 54.6689926471819021);1062;16.105937;54.668993
POINT(0.44485903484040623 60.95338158514901039);1063;0.444859;60.953382
POINT(1.11144940557232275 62.06887780998750515);1064;1.111449;62.068878
POINT(-0.85693697466611063 59.75671874174443587);1065;-0.856937;59.756719
POINT(20.76580129985226719 56.64889460779174613);1066;20.765801;56.648895
POINT(-2.01813820809264177 58.85450619476173273);1067;-2.018138;58.854506
POINT(0.23644115485279471 63.20191803804618047);1068;0.236441;63.201918
POINT(-0.08675293479483237 58.10099387646483393);1069;-0.086753;58.100994
POINT(9.91131473998355794 55.84295365911774667);1070;9.911315;55.842954
POINT(2.13938467395119769 53.82400822052444767);1071;2.139385;53.824008
POINT(18.0857994197081311 56.48181329331553968);1072;18.085799;56.481813
POINT(3.17719169793943301 53.89858484002722605);1073;3.177192;53.898585
POINT(3.30325386327414705 52.42531554182060205);1074;3.303254;52.425316
POINT(-4.63016022346479961 62.65947246710463503);1075;-4.63016;62.659472
POINT(20.60905062363370988 56.1234675266256744);1076;20.609051;56.123468
POINT(-3.50150405412164645 60.75437209646635495);1077;-3.501504;60.754372
POINT(8.23252965544139492 56.1648869964830979);1078;8.23253;56.164887
POINT(-2.9540891771569151 61.11274629745442155);1079;-2.954089;61.112746
POINT(0.72209889991102116 62.22283871966687485);1080;0.722099;62.222839
POINT(12.26949753223877693 55.92320154818672506);1081;12.269498;55.923202
POINT(-0.53673166944143968 56.07749658047942631);1082;-0.536732;56.077497
POINT(19.62812730630834324 58.58654838399375819);1083;19.628127;58.586548
POINT(-0.98653738029889393 65.15785337207836392);1084;-0.986537;65.157853
POINT(-3.38752888279514508 64.79212634256448666);1085;-3.387529;64.792126
POINT(2.29414885517392442 60.41313709098685081);1086;2.294149;60.413137
POINT(3.47181355485280108 61.10311650798383454);1087;3.471814;61.103117
POINT(-1.74974476261906675 57.62220124398042032);1088;-1.749745;57.622201
POINT(5.89757866556672461 54.65507412164092926);1089;5.897579;54.655074
POINT(9.03998902702117313 56.43771718300521201);1090;9.039989;56.437717
POINT(9.83822658689621576 54.5753787201951539);1091;9.838227;54.575379
POINT(-1.36707921200031457 62.8863619716525335);1092;-1.367079;62.886362
POINT(6.10656950548930588 57.26961386823624878);1093;6.10657;57.269614
POINT(0.29562885085457502 58.73668871209308406);1094;0.295629;58.736689
POINT(-0.37217263429508129 64.94313800749631582);1095;-0.372173;64.943138
POINT(1.29103700101503804 65.30977463334090771);1096;1.291037;65.309775
POINT(6.0607776864076417 56.38517412578821109);1097;6.060778;56.385174
POINT(10.59513646655716101 54.46629563696905763);1098;10.595136;54.466296
POINT(8.30919833326584367 56.21934030155927786);1099;8.309198;56.21934
POINT(0.26104504050171329 62.5134241265999151);1100;0.261045;62.513424
POINT(6.36083176034642328 57.67328098963422178);1101;6.360832;57.673281
POINT(7.33967132091838259 56.20717700418653351);1102;7.339671;56.207177
POINT(-1.34352871167519528 64.22684058546501262);1103;-1.343529;64.226841
POINT(0.70170873324794059 59.70263533687938207);1104;0.701709;59.702635
POINT(2.5167514392036372 61.4681076701257183);1105;2.516751;61.468108
POINT(10.10283063779056967 57.69162595822768225);1106;10.102831;57.691626
POINT(0.02885385812966046 54.76916042739954094);1107;0.028854;54.76916
POINT(18.59015578457475826 58.76403033429799905);1108;18.590156;58.76403
POINT(3.59108293474108464 55.32142918827771183);1109;3.591083;55.321429
POINT(13.70696726346762873 55.07411771169886805);1110;13.706967;55.074118
POINT(-1.55647866114914146 63.91485892130086199);1111;-1.556479;63.914859
POINT(-1.35969013865076693 60.60086386966914063);1112;-1.35969;60.600864
POINT(10.68310711908591593 55.70743159597503791);1113;10.683107;55.707432
POINT(9.01606446350835888 56.30049596749729091);1114;9.016064;56.300496
POINT(3.12815787891138442 52.36352951223044272);1115;3.128158;52.36353
POINT(-0.91106894002576233 62.86313765698739786);1116;-0.911069;62.863138
POINT(1.80162015278336085 54.82305245830689699);1117;1.80162;54.823052
POINT(4.87381459872268508 53.60564109245491693);1118;4.873815;53.605641
POINT(0.4532098854828055 58.14521263822335584);1119;0.45321;58.145213
POINT(-0.10660916581874158 66.01337338499064344);1120;-0.106609;66.013373
POINT(3.42194213753501941 62.40089708404875068);1121;3.421942;62.400897
POINT(3.88273156265096198 55.14898878916314118);1122;3.882732;55.148989
POINT(-4.45710426011098093 60.36057745053611256);1123;-4.457104;60.360577
POINT(4.42277629671801087 54.47998853869753333);1124;4.422776;54.479989
POINT(4.21129197979866099 56.91826779445289475);1125;4.211292;56.918268
POINT(1.79432024559955483 57.84933008598762427);1126;1.79432;57.84933
POINT(0.83109263717128812 59.78997576129323477);1127;0.831093;59.789976
POINT(10.51506845847968741 57.04220297895182057);1128;10.515068;57.042203
POINT(3.64434741545804108 56.00855383391903075);1129;3.644347;56.008554
POINT(10.38161305677026824 57.24060637393942841);1130;10.381613;57.240606
POINT(-2.15697079798733204 57.71440151211187697);1131;-2.156971;57.714402
POINT(10.92695411102367942 55.26231297546160448);1132;10.926954;55.262313
POINT(-4.34268210796843679 64.19874157841330486);1133;-4.342682;64.198742
POINT(20.46584895946553928 56.4034362880722);1134;20.465849;56.403436
POINT(0.97291042760559776 57.52112608801889593);1135;0.97291;57.521126
POINT(17.08215064593321486 56.02084432014471105);1136;17.082151;56.020844
POINT(-2.04002467937384013 57.53322614833138005);1137;-2.040025;57.533226
POINT(-0.64432389998886652 66.11180197145115756);1138;-0.644324;66.111802
POINT(17.6501373829352346 55.31881920549176357);1139;17.650137;55.318819
POINT(1.52006012067119478 58.18643585121610329);1140;1.52006;58.186436
POINT(4.18586547899608163 57.20056219085209648);1141;4.185865;57.200562
POINT(10.27772379371100797 58.65161597105587532);1142;10.277724;58.651616
POINT(4.4077711942740585 56.71041726783148107);1143;4.407771;56.710417
POINT(-3.25067107099176278 63.20211724767954564);1144;-3.250671;63.202117
POINT(15.07032974657759894 55.23149154368894642);1145;15.07033;55.231492
POINT(-4.26114011256523728 60.19598156520959975);1146;-4.26114;60.195982
POINT(3.55302382364381586 62.78043945089450517);1147;3.553024;62.780439
POINT(4.98365919514564482 54.94456202101615361);1148;4.983659;54.944562
POINT(3.54361193315125966 60.791460324505465);1149;3.543612;60.79146
POINT(19.70517581319671407 58.14236054699050982);1150;19.705176;58.142361
POINT(5.63597032217510474 56.40499011645394489);1151;5.63597;56.40499
POINT(9.27767411312094836 58.31938684762918257);1152;9.277674;58.319387
POINT(4.98119885725454914 57.40593842908029387);1153;4.981199;57.405938
POINT(4.35337166292951672 54.80531652721472824);1154;4.353372;54.805317
POINT(2.82177471050858486 53.31951623557971232);1155;2.821775;53.319516
POINT(1.46881176061052621 60.60024504999112338);1156;1.468812;60.600245
POINT(3.7068703880489533 61.59795781220363864);1157;3.70687;61.597958
POINT(-1.41729727259191174 65.57778183780807524);1158;-1.417297;65.577782
POINT(-2.10994444014437343 63.29716860083106411);1159;-2.109944;63.297169
POINT(8.03152946035484838 57.80017676483994649);1160;8.031529;57.800177
POINT(21.72004726033382838 59.89210004969407208);1161;21.720047;59.8921
POINT(-0.40360579831104637 64.74647999961248956);1162;-0.403606;64.74648
POINT(17.77857841566546782 55.97327577407389043);1163;17.778578;55.973276
POINT(0.89717225942745316 60.12482641350099755);1164;0.897172;60.124826
POINT(21.6858930036758295 60.2223976644021235);1165;21.685893;60.222398
POINT(0.35449924493415175 63.36827658267300478);1166;0.354499;63.368277
POINT(17.05735970772851218 55.8680620947489075);1167;17.05736;55.868062
POINT(0.43794738112586806 63.78948491524159436);1168;0.437947;63.789485
POINT(21.71872716998840147 58.79414128107078596);1169;21.718727;58.794141
POINT(8.42689133236985732 57.55024118248822873);1170;8.426891;57.550241
POINT(-0.90292894861561912 58.64115285535685729);1171;-0.902929;58.641153
POINT(3.62151867978969655 56.28429125533639876);1172;3.621519;56.284291
POINT(19.80211244639739832 59.51180691254984367);1173;19.802112;59.511807
POINT(10.17429436525615749 56.86465318563278259);1174;10.174294;56.864653
POINT(4.29791381606886524 61.37391336638026473);1175;4.297914;61.373913
POINT(2.85869718105743509 57.42718629697003507);1176;2.858697;57.427186
POINT(1.71909337579959853 55.03426650769284834);1177;1.719093;55.034267
POINT(8.47549889842033366 54.58171434519755394);1178;8.475499;54.581714
POINT(-2.09344298095734294 59.73524828873719628);1179;-2.093443;59.735248
POINT(6.09515374383365582 55.81655938062972666);1180;6.095154;55.816559
POINT(4.27479406721388067 60.03048148003554019);1181;4.274794;60.030481
POINT(1.15138575947256783 54.86348758954817839);1182;1.151386;54.863488
POINT(-0.26815564178651563 62.16667977762160291);1183;-0.268156;62.16668
POINT(-0.30928599701929649 60.82490873112956109);1184;-0.309286;60.824909
POINT(1.39708324585418442 56.42578359309506197);1185;1.397083;56.425784
POINT(15.26954057431843381 54.92194511419119607);1186;15.269541;54.921945
POINT(4.2080308331093299 61.8331746762234431);1187;4.208031;61.833175
POINT(10.37615604639387534 56.21876338278858043);1188;10.376156;56.218763
POINT(-0.00609147616107997 62.93582396847084937);1189;-0.006091;62.935824
POINT(1.53377695470391107 61.80771767779606307);1190;1.533777;61.807718
POINT(-0.48769782534456763 60.54148903516041003);1191;-0.487698;60.541489
POINT(7.35326607394097742 55.77410744760402395);1192;7.353266;55.774107
POINT(-4.57113192124679557 61.46268139718714707);1193;-4.571132;61.462681
POINT(9.16735057236756923 56.25505357355083902);1194;9.167351;56.255054
POINT(8.80649487128708586 55.72040833955492189);1195;8.806495;55.720408
POINT(0.46837815302173791 61.21574550189481556);1196;0.468378;61.215746
POINT(-2.24726251492068263 62.48068075081903316);1197;-2.247263;62.480681
POINT(20.69176694063108712 59.72258562543557758);1198;20.691767;59.722586
POINT(4.46214052481774814 54.39305044069330108);1199;4.462141;54.39305
POINT(18.78964329429546254 58.37579030272976865);1200;18.789643;58.37579
POINT(20.53354616406802791 59.22443116986448786);1201;20.533546;59.224431
POINT(0.30525178737849412 63.19404993905327927);1202;0.305252;63.19405
POINT(-1.77737831618956799 58.27476723984160145);1203;-1.777378;58.274767
POINT(4.53139334812286521 55.49990158977958288);1204;4.531393;55.499902
POINT(2.75389617017209964 58.69781994120650381);1205;2.753896;58.69782
POINT(-3.24897422746199727 62.68778582903968299);1206;-3.248974;62.687786
POINT(20.15793221846996985 59.09772597937086402);1207;20.157932;59.097726
